Date,All Grades All Formulations,All Grades Reformulated,Regular All Formulations,Regular Reformulated,Midgrade All Formulations,Midgrade Reformulated,Premium All Formulations,Premium Reformulated,
"Sep 24, 2012",4.173,4.173,4.117,4.117,4.268,4.268,4.414,4.414,
"Oct 01, 2012",4.068,4.068,4.011,4.011,4.166,4.166,4.314,4.314,
"Oct 08, 2012",4.059,4.059,4.001,4.001,4.16,4.16,4.306,4.306,
"Oct 15, 2012",3.925,3.925,3.868,3.868,4.019,4.019,4.176,4.176,
"Oct 22, 2012",3.728,3.728,3.668,3.668,3.829,3.829,3.987,3.987,
"Oct 29, 2012",3.641,3.641,3.581,3.581,3.744,3.744,3.898,3.898,
"Nov 05, 2012",3.585,3.585,3.524,3.524,3.682,3.682,3.853,3.853,
"Nov 12, 2012",3.623,3.623,3.563,3.563,3.724,3.724,3.881,3.881,
"Nov 19, 2012",3.613,3.613,3.553,3.553,3.715,3.715,3.873,3.873,
"Nov 26, 2012",3.635,3.635,3.577,3.577,3.731,3.731,3.887,3.887,
"Dec 03, 2012",3.559,3.559,3.497,3.497,3.663,3.663,3.833,3.833,
"Dec 10, 2012",3.541,3.541,3.478,3.478,3.644,3.644,3.815,3.815,
"Dec 17, 2012",3.387,3.387,3.324,3.324,3.488,3.488,3.667,3.667,
"Dec 24, 2012",3.375,3.375,3.313,3.313,3.478,3.478,3.647,3.647,
"Dec 31, 2012",3.448,3.448,3.384,3.384,3.553,3.553,3.724,3.724,
"Jan 07, 2013",3.37,3.37,3.305,3.305,3.479,3.479,3.65,3.65,
"Jan 14, 2013",3.41,3.41,3.346,3.346,3.514,3.514,3.686,3.686,
"Jan 21, 2013",3.48,3.48,3.416,3.416,3.588,3.588,3.753,3.753,
"Jan 28, 2013",3.539,3.539,3.475,3.475,3.647,3.647,3.816,3.816,
"Feb 04, 2013",3.843,3.843,3.78,3.78,3.947,3.947,4.114,4.114,
"Feb 11, 2013",3.93,3.93,3.873,3.873,4.026,4.026,4.18,4.18,
"Feb 18, 2013",4.061,4.061,4.002,4.002,4.159,4.159,4.313,4.313,
"Feb 25, 2013",4.017,4.017,3.956,3.956,4.114,4.114,4.281,4.281,
"Mar 04, 2013",3.991,3.991,3.931,3.931,4.093,4.093,4.251,4.251,
"Mar 11, 2013",3.889,3.889,3.826,3.826,3.99,3.99,4.164,4.164,
"Mar 18, 2013",3.938,3.938,3.877,3.877,4.038,4.038,4.204,4.204,
"Mar 25, 2013",4.014,4.014,3.956,3.956,4.106,4.106,4.27,4.27,
"Apr 01, 2013",4.052,4.052,3.991,3.991,4.151,4.151,4.317,4.317,
"Apr 08, 2013",3.926,3.926,3.865,3.865,4.025,4.025,4.195,4.195,
"Apr 15, 2013",3.823,3.823,3.763,3.763,3.923,3.923,4.089,4.089,
"Apr 22, 2013",4.038,4.038,3.978,3.978,4.136,4.136,4.303,4.303,
"Apr 29, 2013",4.135,4.135,4.075,4.075,4.235,4.235,4.397,4.397,
"May 06, 2013",4.185,4.185,4.125,4.125,4.285,4.285,4.451,4.451,
"May 13, 2013",4.235,4.235,4.175,4.175,4.336,4.336,4.5,4.5,
"May 20, 2013",4.262,4.262,4.202,4.202,4.361,4.361,4.525,4.525,
"May 27, 2013",4.147,4.147,4.087,4.087,4.25,4.25,4.411,4.411,
"Jun 03, 2013",4.294,4.294,4.233,4.233,4.393,4.393,4.565,4.565,
"Jun 10, 2013",4.421,4.421,4.361,4.361,4.521,4.521,4.684,4.684,
"Jun 17, 2013",4.312,4.312,4.246,4.246,4.422,4.422,4.597,4.597,
"Jun 24, 2013",4.085,4.085,4.017,4.017,4.203,4.203,4.381,4.381,
"Jul 01, 2013",3.912,3.912,3.845,3.845,4.028,4.028,4.202,4.202,
"Jul 08, 2013",3.826,3.826,3.757,3.757,3.941,3.941,4.123,4.123,
"Jul 15, 2013",4.091,4.091,4.023,4.023,4.204,4.204,4.384,4.384,
"Jul 22, 2013",4.15,4.15,4.085,4.085,4.257,4.257,4.439,4.439,
"Jul 29, 2013",4.03,4.03,3.959,3.959,4.149,4.149,4.335,4.335,
"Aug 05, 2013",3.974,3.974,3.905,3.905,4.088,4.088,4.274,4.274,
"Aug 12, 2013",3.834,3.834,3.764,3.764,3.953,3.953,4.139,4.139,
"Aug 19, 2013",3.76,3.76,3.692,3.692,3.874,3.874,4.056,4.056,
"Aug 26, 2013",3.796,3.796,3.73,3.73,3.902,3.902,4.083,4.083,
"Sep 02, 2013",3.879,3.879,3.813,3.813,3.987,3.987,4.167,4.167,
"Sep 09, 2013",3.834,3.834,3.767,3.767,3.942,3.942,4.125,4.125,
"Sep 16, 2013",3.777,3.777,3.71,3.71,3.885,3.885,4.07,4.07,
"Sep 23, 2013",3.721,3.721,3.654,3.654,3.829,3.829,4.02,4.02,
"Sep 30, 2013",3.632,3.632,3.565,3.565,3.739,3.739,3.928,3.928,
"Oct 07, 2013",3.557,3.557,3.491,3.491,3.662,3.662,3.846,3.846,
"Oct 14, 2013",3.568,3.568,3.501,3.501,3.673,3.673,3.863,3.863,
"Oct 21, 2013",3.561,3.561,3.495,3.495,3.669,3.669,3.853,3.853,
"Oct 28, 2013",3.482,3.482,3.413,3.413,3.598,3.598,3.786,3.786,
"Nov 04, 2013",3.458,3.458,3.389,3.389,3.569,3.569,3.763,3.763,
"Nov 11, 2013",3.32,3.32,3.248,3.248,3.441,3.441,3.635,3.635,
"Nov 18, 2013",3.396,3.396,3.325,3.325,3.509,3.509,3.713,3.713,
"Nov 25, 2013",3.464,3.464,3.396,3.396,3.567,3.567,3.765,3.765,
"Dec 02, 2013",3.385,3.385,3.317,3.317,3.494,3.494,3.684,3.684,
"Dec 09, 2013",3.341,3.341,3.272,3.272,3.453,3.453,3.644,3.644,
"Dec 16, 2013",3.381,3.381,3.313,3.313,3.487,3.487,3.683,3.683,
"Dec 23, 2013",3.464,3.464,3.396,3.396,3.572,3.572,3.76,3.76,
"Dec 30, 2013",3.515,3.515,3.45,3.45,3.616,3.616,3.807,3.807,
"Jan 06, 2014",3.539,3.539,3.473,3.473,3.645,3.645,3.831,3.831,
"Jan 13, 2014",3.521,3.521,3.455,3.455,3.626,3.626,3.81,3.81,
"Jan 20, 2014",3.519,3.519,3.45,3.45,3.628,3.628,3.82,3.82,
"Jan 27, 2014",3.516,3.516,3.45,3.45,3.619,3.619,3.807,3.807,
"Feb 03, 2014",3.484,3.484,3.418,3.418,3.588,3.588,3.776,3.776,
"Feb 10, 2014",3.581,3.581,3.516,3.516,3.684,3.684,3.872,3.872,
"Feb 17, 2014",3.649,3.649,3.583,3.583,3.76,3.76,3.936,3.936,
"Feb 24, 2014",3.726,3.726,3.661,3.661,3.836,3.836,4.01,4.01,
"Mar 03, 2014",3.873,3.873,3.808,3.808,3.98,3.98,4.157,4.157,
"Mar 10, 2014",3.885,3.885,3.817,3.817,3.997,3.997,4.178,4.178,
"Mar 17, 2014",3.941,3.941,3.868,3.868,4.061,4.061,4.26,4.26,
"Mar 24, 2014",3.9,3.9,3.832,3.832,4.012,4.012,4.198,4.198,
"Mar 31, 2014",3.955,3.955,3.887,3.887,4.067,4.067,4.251,4.251,
"Apr 07, 2014",4.011,4.011,3.942,3.942,4.127,4.127,4.311,4.311,
"Apr 14, 2014",4.139,4.139,4.074,4.074,4.247,4.247,4.425,4.425,
"Apr 21, 2014",4.081,4.081,4.015,4.015,4.185,4.185,4.368,4.368,
"Apr 28, 2014",4.097,4.097,4.031,4.031,4.208,4.208,4.387,4.387,
"May 05, 2014",4.033,4.033,3.966,3.966,4.148,4.148,4.326,4.326,
"May 12, 2014",3.934,3.934,3.867,3.867,4.045,4.045,4.229,4.229,
"May 19, 2014",3.943,3.943,3.877,3.877,4.056,4.056,4.231,4.231,
"May 26, 2014",3.985,3.985,3.917,3.917,4.099,4.099,4.284,4.284,
"Jun 02, 2014",4.125,4.125,4.059,4.059,4.237,4.237,4.413,4.413,
"Jun 09, 2014",4.082,4.082,4.015,4.015,4.191,4.191,4.373,4.373,
"Jun 16, 2014",4.161,4.161,4.092,4.092,4.272,4.272,4.46,4.46,
"Jun 23, 2014",4.068,4.068,4,4,4.181,4.181,4.361,4.361,
"Jun 30, 2014",4.016,4.016,3.947,3.947,4.127,4.127,4.316,4.316,
"Jul 07, 2014",3.94,3.94,3.872,3.872,4.054,4.054,4.241,4.241,
"Jul 14, 2014",3.842,3.842,3.772,3.772,3.959,3.959,4.146,4.146,
"Jul 21, 2014",3.766,3.766,3.695,3.695,3.884,3.884,4.073,4.073,
"Jul 28, 2014",3.669,3.669,3.597,3.597,3.798,3.798,3.98,3.98,
"Aug 04, 2014",3.708,3.708,3.638,3.638,3.828,3.828,4.008,4.008,
"Aug 11, 2014",3.677,3.677,3.608,3.608,3.792,3.792,3.978,3.978,
"Aug 18, 2014",3.748,3.748,3.68,3.68,3.862,3.862,4.044,4.044,
"Aug 25, 2014",3.673,3.673,3.592,3.592,3.809,3.809,4.02,4.02,
"Sep 01, 2014",3.759,3.759,3.68,3.68,3.893,3.893,4.104,4.104,
"Sep 08, 2014",3.835,3.835,3.75,3.75,3.981,3.981,4.199,4.199,
"Sep 15, 2014",3.752,3.752,3.67,3.67,3.894,3.894,4.106,4.106,
"Sep 22, 2014",3.657,3.657,3.572,3.572,3.803,3.803,4.019,4.019,
"Sep 29, 2014",3.671,3.671,3.585,3.585,3.823,3.823,4.041,4.041,
"Oct 06, 2014",3.583,3.583,3.496,3.496,3.735,3.735,3.958,3.958,
"Oct 13, 2014",3.497,3.497,3.409,3.409,3.652,3.652,3.872,3.872,
"Oct 20, 2014",3.357,3.357,3.27,3.27,3.513,3.513,3.728,3.728,
"Oct 27, 2014",3.311,3.311,3.221,3.221,3.477,3.477,3.695,3.695,
"Nov 03, 2014",3.208,3.208,3.118,3.118,3.372,3.372,3.591,3.591,
"Nov 10, 2014",3.194,3.194,3.103,3.103,3.359,3.359,3.576,3.576,
"Nov 17, 2014",3.176,3.176,3.087,3.087,3.337,3.337,3.557,3.557,
"Nov 24, 2014",3.076,3.076,2.982,2.982,3.248,3.248,3.473,3.473,
"Dec 01, 2014",3.014,3.014,2.929,2.929,3.157,3.157,3.38,3.38,
"Dec 08, 2014",2.875,2.875,2.789,2.789,3.022,3.022,3.244,3.244,
"Dec 15, 2014",2.739,2.739,2.652,2.652,2.893,2.893,3.114,3.114,
"Dec 22, 2014",2.556,2.556,2.468,2.468,2.705,2.705,2.933,2.933,
"Dec 29, 2014",2.396,2.396,2.309,2.309,2.547,2.547,2.769,2.769,
"Jan 05, 2015",2.264,2.264,2.173,2.173,2.432,2.432,2.651,2.651,
"Jan 12, 2015",2.226,2.226,2.132,2.132,2.399,2.399,2.624,2.624,
"Jan 19, 2015",2.184,2.184,2.099,2.099,2.328,2.328,2.552,2.552,
"Jan 26, 2015",2.195,2.195,2.109,2.109,2.338,2.338,2.566,2.566,
"Feb 02, 2015",2.345,2.345,2.263,2.263,2.48,2.48,2.703,2.703,
"Feb 09, 2015",2.458,2.458,2.378,2.378,2.588,2.588,2.812,2.812,
"Feb 16, 2015",2.538,2.538,2.457,2.457,2.669,2.669,2.89,2.89,
"Feb 23, 2015",2.506,2.506,2.424,2.424,2.642,2.642,2.866,2.866,
"Mar 02, 2015",2.616,2.616,2.534,2.534,2.753,2.753,2.976,2.976,
"Mar 09, 2015",2.558,2.558,2.473,2.473,2.702,2.702,2.921,2.921,
"Mar 16, 2015",2.49,2.49,2.405,2.405,2.636,2.636,2.856,2.856,
"Mar 23, 2015",2.902,2.902,2.819,2.819,3.041,3.041,3.265,3.265,
"Mar 30, 2015",2.929,2.929,2.846,2.846,3.071,3.071,3.287,3.287,
"Apr 06, 2015",2.799,2.799,2.709,2.709,2.956,2.956,3.183,3.183,
"Apr 13, 2015",2.71,2.71,2.621,2.621,2.864,2.864,3.095,3.095,
"Apr 20, 2015",2.781,2.781,2.692,2.692,2.931,2.931,3.168,3.168,
"Apr 27, 2015",2.869,2.869,2.781,2.781,3.016,3.016,3.248,3.248,
"May 04, 2015",2.968,2.968,2.883,2.883,3.108,3.108,3.342,3.342,
"May 11, 2015",2.902,2.902,2.813,2.813,3.048,3.048,3.285,3.285,
"May 18, 2015",2.987,2.987,2.902,2.902,3.126,3.126,3.358,3.358,
"May 25, 2015",3.135,3.135,3.048,3.048,3.279,3.279,3.512,3.512,
"Jun 01, 2015",3.268,3.268,3.179,3.179,3.417,3.417,3.654,3.654,
"Jun 08, 2015",3.177,3.177,3.087,3.087,3.331,3.331,3.571,3.571,
"Jun 15, 2015",3.295,3.295,3.206,3.206,3.445,3.445,3.678,3.678,
"Jun 22, 2015",3.198,3.198,3.108,3.108,3.35,3.35,3.59,3.59,
"Jun 29, 2015",3.103,3.103,3.011,3.011,3.261,3.261,3.504,3.504,
"Jul 06, 2015",3.181,3.181,3.09,3.09,3.338,3.338,3.578,3.578,
"Jul 13, 2015",3.166,3.166,3.073,3.073,3.324,3.324,3.57,3.57,
"Jul 20, 2015",3.033,3.033,2.937,2.937,3.195,3.195,3.446,3.446,
"Jul 27, 2015",2.907,2.907,2.808,2.808,3.078,3.078,3.333,3.333,
"Aug 03, 2015",2.779,2.779,2.677,2.677,2.955,2.955,3.219,3.219,
"Aug 10, 2015",2.783,2.783,2.682,2.682,2.957,2.957,3.22,3.22,
"Aug 17, 2015",3.476,3.476,3.366,3.366,3.664,3.664,3.951,3.951,
"Aug 24, 2015",3.35,3.35,3.238,3.238,3.535,3.535,3.838,3.838,
"Aug 31, 2015",3.06,3.06,2.945,2.945,3.256,3.256,3.556,3.556,
"Sep 07, 2015",2.894,2.894,2.773,2.773,3.101,3.101,3.419,3.419,
"Sep 14, 2015",2.751,2.751,2.629,2.629,2.951,2.951,3.287,3.287,
"Sep 21, 2015",2.745,2.745,2.625,2.625,2.939,2.939,3.267,3.267,
"Sep 28, 2015",2.808,2.808,2.685,2.685,3.014,3.014,3.343,3.343,
"Oct 05, 2015",2.749,2.749,2.627,2.627,2.948,2.948,3.278,3.278,
"Oct 12, 2015",2.837,2.837,2.712,2.712,3.041,3.041,3.384,3.384,
"Oct 19, 2015",2.7,2.7,2.573,2.573,2.908,2.908,3.256,3.256,
"Oct 26, 2015",2.556,2.556,2.428,2.428,2.77,2.77,3.118,3.118,
"Nov 02, 2015",2.544,2.544,2.412,2.412,2.768,2.768,3.12,3.12,
"Nov 09, 2015",2.472,2.472,2.345,2.345,2.685,2.685,3.02,3.02,
"Nov 16, 2015",2.348,2.348,2.218,2.218,2.567,2.567,2.913,2.913,
"Nov 23, 2015",2.161,2.161,2.029,2.029,2.38,2.38,2.732,2.732,
"Nov 30, 2015",2.125,2.125,1.995,1.995,2.337,2.337,2.697,2.697,
"Dec 07, 2015",2.142,2.142,2.014,2.014,2.349,2.349,2.703,2.703,
"Dec 14, 2015",2.251,2.251,2.125,2.125,2.454,2.454,2.804,2.804,
"Dec 21, 2015",2.186,2.186,2.062,2.062,2.386,2.386,2.731,2.731,
"Dec 28, 2015",2.22,2.22,2.093,2.093,2.426,2.426,2.782,2.782,
"Jan 04, 2016",2.185,2.185,2.06,2.06,2.386,2.386,2.738,2.738,
"Jan 11, 2016",2.164,2.164,2.035,2.035,2.374,2.374,2.726,2.726,
"Jan 18, 2016",2.019,2.019,1.89,1.89,2.236,2.236,2.584,2.584,
"Jan 25, 2016",1.904,1.904,1.773,1.773,2.126,2.126,2.469,2.469,
"Feb 01, 2016",1.798,1.798,1.668,1.668,2.013,2.013,2.362,2.362,
"Feb 08, 2016",1.689,1.689,1.561,1.561,1.905,1.905,2.246,2.246,
"Feb 15, 2016",1.723,1.723,1.595,1.595,1.939,1.939,2.283,2.283,
"Feb 22, 2016",1.852,1.852,1.726,1.726,2.057,2.057,2.401,2.401,
"Feb 29, 2016",1.976,1.976,1.855,1.855,2.177,2.177,2.507,2.507,
"Mar 07, 2016",2.074,2.074,1.95,1.95,2.276,2.276,2.619,2.619,
"Mar 14, 2016",2.276,2.276,2.154,2.154,2.466,2.466,2.813,2.813,
"Mar 21, 2016",2.169,2.169,2.045,2.045,2.367,2.367,2.713,2.713,
"Mar 28, 2016",2.259,2.259,2.138,2.138,2.452,2.452,2.793,2.793,
"Apr 04, 2016",2.329,2.329,2.206,2.206,2.521,2.521,2.873,2.873,
"Apr 11, 2016",2.234,2.234,2.111,2.111,2.427,2.427,2.777,2.777,
"Apr 18, 2016",2.368,2.368,2.249,2.249,2.556,2.556,2.896,2.896,
"Apr 25, 2016",2.495,2.495,2.376,2.376,2.688,2.688,3.016,3.016,
"May 02, 2016",2.558,2.558,2.439,2.439,2.75,2.75,3.08,3.08,
"May 09, 2016",2.454,2.454,2.333,2.333,2.648,2.648,2.983,2.983,
"May 16, 2016",2.542,2.542,2.421,2.421,2.738,2.738,3.077,3.077,
"May 23, 2016",2.617,2.617,2.499,2.499,2.807,2.807,3.137,3.137,
"May 30, 2016",2.658,2.658,2.537,2.537,2.852,2.852,3.189,3.189,
"Jun 06, 2016",2.759,2.759,2.639,2.639,2.946,2.946,3.289,3.289,
"Jun 13, 2016",2.899,2.899,2.777,2.777,3.098,3.098,3.435,3.435,
"Jun 20, 2016",2.77,2.77,2.645,2.645,2.984,2.984,3.315,3.315,
"Jun 27, 2016",2.628,2.628,2.502,2.502,2.842,2.842,3.172,3.172,
"Jul 04, 2016",2.535,2.535,2.406,2.406,2.753,2.753,3.091,3.091,
"Jul 11, 2016",2.455,2.455,2.326,2.326,2.674,2.674,3.015,3.015,
"Jul 18, 2016",2.491,2.491,2.363,2.363,2.699,2.699,3.048,3.048,
"Jul 25, 2016",2.339,2.339,2.215,2.215,2.549,2.549,2.877,2.877,
"Aug 01, 2016",2.35,2.35,2.224,2.224,2.564,2.564,2.896,2.896,
"Aug 08, 2016",2.442,2.442,2.317,2.317,2.646,2.646,2.989,2.989,
"Aug 15, 2016",2.38,2.38,2.257,2.257,2.582,2.582,2.916,2.916,
"Aug 22, 2016",2.479,2.479,2.356,2.356,2.682,2.682,3.016,3.016,
"Aug 29, 2016",2.556,2.556,2.433,2.433,2.753,2.753,3.093,3.093,
"Sep 05, 2016",2.437,2.437,2.313,2.313,2.639,2.639,2.979,2.979,
"Sep 12, 2016",2.491,2.491,2.367,2.367,2.694,2.694,3.031,3.031,
"Sep 19, 2016",2.428,2.428,2.304,2.304,2.631,2.631,2.968,2.968,
"Sep 26, 2016",2.445,2.445,2.32,2.32,2.657,2.657,2.989,2.989,
"Oct 03, 2016",2.487,2.487,2.363,2.363,2.692,2.692,3.03,3.03,
"Oct 10, 2016",2.543,2.543,2.42,2.42,2.745,2.745,3.074,3.074,
"Oct 17, 2016",2.416,2.416,2.291,2.291,2.623,2.623,2.958,2.958,
"Oct 24, 2016",2.399,2.399,2.274,2.274,2.605,2.605,2.946,2.946,
"Oct 31, 2016",2.298,2.298,2.172,2.172,2.507,2.507,2.848,2.848,
"Nov 07, 2016",2.372,2.372,2.246,2.246,2.58,2.58,2.924,2.924,
"Nov 14, 2016",2.267,2.267,2.14,2.14,2.482,2.482,2.82,2.82,
"Nov 21, 2016",2.295,2.295,2.171,2.171,2.503,2.503,2.836,2.836,
"Nov 28, 2016",2.367,2.367,2.242,2.242,2.571,2.571,2.913,2.913,
"Dec 05, 2016",2.425,2.425,2.299,2.299,2.629,2.629,2.978,2.978,
"Dec 12, 2016",2.539,2.539,2.415,2.415,2.735,2.735,3.089,3.089,
"Dec 19, 2016",2.509,2.509,2.386,2.386,2.704,2.704,3.054,3.054,
"Dec 26, 2016",2.632,2.632,2.507,2.507,2.831,2.831,3.186,3.186,
"Jan 02, 2017",2.718,2.718,2.593,2.593,2.915,2.915,3.271,3.271,
"Jan 09, 2017",2.663,2.663,2.539,2.539,2.861,2.861,3.211,3.211,
"Jan 16, 2017",2.559,2.559,2.432,2.432,2.76,2.76,3.118,3.118,
"Jan 23, 2017",2.491,2.491,2.364,2.364,2.692,2.692,3.05,3.05,
"Jan 30, 2017",2.4,2.4,2.271,2.271,2.611,2.611,2.964,2.964,
"Feb 06, 2017",2.425,2.425,2.296,2.296,2.64,2.64,2.991,2.991,
"Feb 13, 2017",2.509,2.509,2.38,2.38,2.718,2.718,3.078,3.078,
"Feb 20, 2017",2.438,2.438,2.31,2.31,2.645,2.645,3,3,
"Feb 27, 2017",2.483,2.483,2.351,2.351,2.697,2.697,3.06,3.06,
"Mar 06, 2017",2.55,2.55,2.42,2.42,2.757,2.757,3.118,3.118,
"Mar 13, 2017",2.476,2.476,2.344,2.344,2.687,2.687,3.054,3.054,
"Mar 20, 2017",2.527,2.527,2.395,2.395,2.739,2.739,3.113,3.113,
"Mar 27, 2017",2.5,2.5,2.369,2.369,2.707,2.707,3.081,3.081,
"Apr 03, 2017",2.61,2.61,2.481,2.481,2.812,2.812,3.185,3.185,
"Apr 10, 2017",2.726,2.726,2.597,2.597,2.925,2.925,3.295,3.295,
"Apr 17, 2017",2.683,2.683,2.557,2.557,2.879,2.879,3.242,3.242,
"Apr 24, 2017",2.707,2.707,2.578,2.578,2.907,2.907,3.275,3.275,
"May 01, 2017",2.607,2.607,2.477,2.477,2.814,2.814,3.18,3.18,
"May 08, 2017",2.55,2.55,2.419,2.419,2.757,2.757,3.127,3.127,
"May 15, 2017",2.629,2.629,2.498,2.498,2.835,2.835,3.206,3.206,
"May 22, 2017",2.675,2.675,2.542,2.542,2.888,2.888,3.262,3.262,
"May 29, 2017",2.669,2.669,2.538,2.538,2.873,2.873,3.251,3.251,
"Jun 05, 2017",2.616,2.616,2.485,2.485,2.822,2.822,3.196,3.196,
"Jun 12, 2017",2.526,2.526,2.392,2.392,2.741,2.741,3.117,3.117,
"Jun 19, 2017",2.528,2.528,2.394,2.394,2.741,2.741,3.116,3.116,
"Jun 26, 2017",2.441,2.441,2.307,2.307,2.655,2.655,3.032,3.032,
"Jul 03, 2017",2.498,2.498,2.366,2.366,2.705,2.705,3.078,3.078,
"Jul 10, 2017",2.577,2.577,2.446,2.446,2.788,2.788,3.156,3.156,
"Jul 17, 2017",2.49,2.49,2.359,2.359,2.698,2.698,3.07,3.07,
"Jul 24, 2017",2.49,2.49,2.359,2.359,2.697,2.697,3.068,3.068,
"Jul 31, 2017",2.586,2.586,2.456,2.456,2.787,2.787,3.164,3.164,
"Aug 07, 2017",2.567,2.567,2.437,2.437,2.773,2.773,3.144,3.144,
"Aug 14, 2017",2.59,2.59,2.461,2.461,2.789,2.789,3.165,3.165,
"Aug 21, 2017",2.474,2.474,2.342,2.342,2.682,2.682,3.059,3.059,
"Aug 28, 2017",2.6,2.6,2.469,2.469,2.805,2.805,3.177,3.177,
"Sep 04, 2017",2.741,2.741,2.61,2.61,2.931,2.931,3.333,3.333,
"Sep 11, 2017",2.825,2.825,2.693,2.693,3.016,3.016,3.417,3.417,
"Sep 18, 2017",2.676,2.676,2.543,2.543,2.874,2.874,3.272,3.272,
"Sep 25, 2017",2.559,2.559,2.424,2.424,2.761,2.761,3.167,3.167,
"Oct 02, 2017",2.683,2.683,2.548,2.548,2.88,2.88,3.29,3.29,
"Oct 09, 2017",2.597,2.597,2.462,2.462,2.795,2.795,3.201,3.201,
"Oct 16, 2017",2.679,2.679,2.544,2.544,2.88,2.88,3.287,3.287,
"Oct 23, 2017",2.743,2.743,2.608,2.608,2.94,2.94,3.348,3.348,
"Oct 30, 2017",2.792,2.792,2.66,2.66,2.982,2.982,3.385,3.385,
"Nov 06, 2017",2.989,2.989,2.859,2.859,3.18,3.18,3.569,3.569,
"Nov 13, 2017",2.912,2.912,2.78,2.78,3.101,3.101,3.506,3.506,
"Nov 20, 2017",2.904,2.904,2.772,2.772,3.101,3.101,3.492,3.492,
"Nov 27, 2017",2.745,2.745,2.611,2.611,2.938,2.938,3.345,3.345,
"Dec 04, 2017",2.621,2.621,2.483,2.483,2.829,2.829,3.237,3.237,
"Dec 11, 2017",2.665,2.665,2.529,2.529,2.868,2.868,3.277,3.277,
"Dec 18, 2017",2.704,2.704,2.566,2.566,2.91,2.91,3.323,3.323,
"Dec 25, 2017",2.811,2.811,2.678,2.678,2.998,2.998,3.412,3.412,
"Jan 01, 2018",2.844,2.844,2.706,2.706,3.045,3.045,3.459,3.459,
"Jan 08, 2018",2.795,2.795,2.658,2.658,2.994,2.994,3.406,3.406,
"Jan 15, 2018",2.863,2.863,2.726,2.726,3.063,3.063,3.477,3.477,
"Jan 22, 2018",2.755,2.755,2.617,2.617,2.962,2.962,3.375,3.375,
"Jan 29, 2018",2.775,2.775,2.637,2.637,2.982,2.982,3.396,3.396,
"Feb 05, 2018",2.797,2.797,2.662,2.662,2.999,2.999,3.402,3.402,
"Feb 12, 2018",2.708,2.708,2.571,2.571,2.909,2.909,3.325,3.325,
"Feb 19, 2018",2.626,2.626,2.487,2.487,2.83,2.83,3.247,3.247,
"Feb 26, 2018",2.677,2.677,2.538,2.538,2.883,2.883,3.299,3.299,
"Mar 05, 2018",2.688,2.688,2.549,2.549,2.896,2.896,3.312,3.312,
"Mar 12, 2018",2.72,2.72,2.58,2.58,2.932,2.932,3.343,3.343,
"Mar 19, 2018",2.873,2.873,2.737,2.737,3.071,3.071,3.482,3.482,
"Mar 26, 2018",2.878,2.878,2.742,2.742,3.075,3.075,3.491,3.491,
"Apr 02, 2018",2.918,2.918,2.785,2.785,3.113,3.113,3.516,3.516,
"Apr 09, 2018",2.943,2.943,2.807,2.807,3.147,3.147,3.554,3.554,
"Apr 16, 2018",2.946,2.946,2.81,2.81,3.145,3.145,3.556,3.556,
"Apr 23, 2018",3.035,3.035,2.9,2.9,3.236,3.236,3.638,3.638,
"Apr 30, 2018",3.063,3.063,2.93,2.93,3.256,3.256,3.661,3.661,
"May 07, 2018",3.119,3.119,2.987,2.987,3.306,3.306,3.718,3.718,
"May 14, 2018",3.148,3.148,3.032,3.032,3.396,3.396,3.779,3.779,
"May 21, 2018",3.265,3.265,3.15,3.15,3.518,3.518,3.885,3.885,
"May 28, 2018",3.308,3.308,3.192,3.192,3.558,3.558,3.937,3.937,
"Jun 04, 2018",3.322,3.322,3.203,3.203,3.578,3.578,3.961,3.961,
"Jun 11, 2018",3.21,3.21,3.088,3.088,3.489,3.489,3.86,3.86,
"Jun 18, 2018",3.178,3.178,3.059,3.059,3.44,3.44,3.82,3.82,
"Jun 25, 2018",3.04,3.04,2.916,2.916,3.303,3.303,3.716,3.716,
"Jul 02, 2018",3.109,3.109,2.984,2.984,3.37,3.37,3.79,3.79,
"Jul 09, 2018",3.156,3.156,3.032,3.032,3.411,3.411,3.839,3.839,
"Jul 16, 2018",3.118,3.118,2.999,2.999,3.366,3.366,3.781,3.781,
"Jul 23, 2018",3.029,3.029,2.913,2.913,3.288,3.288,3.673,3.673,
"Jul 30, 2018",3.059,3.059,2.94,2.94,3.304,3.304,3.698,3.698,
"Aug 06, 2018",3.1,3.1,2.979,2.979,3.346,3.346,3.748,3.748,
"Aug 13, 2018",3.076,3.076,2.956,2.956,3.313,3.313,3.728,3.728,
"Aug 20, 2018",2.984,2.984,2.864,2.864,3.224,3.224,3.636,3.636,
"Aug 27, 2018",3.025,3.025,2.902,2.902,3.265,3.265,3.694,3.694,
"Sep 03, 2018",2.972,2.972,2.85,2.85,3.224,3.224,3.629,3.629,
"Sep 10, 2018",3.037,3.037,2.918,2.918,3.277,3.277,3.68,3.68,
"Sep 17, 2018",3.075,3.075,2.955,2.955,3.346,3.346,3.749,3.749,
"Sep 24, 2018",3.101,3.101,2.983,2.983,3.362,3.362,3.755,3.755,
"Oct 01, 2018",3.076,3.076,2.959,2.959,3.321,3.321,3.729,3.729,
"Oct 08, 2018",3.115,3.115,2.996,2.996,3.382,3.382,3.776,3.776,
"Oct 15, 2018",3.011,3.011,2.888,2.888,3.293,3.293,3.687,3.687,
